id,tour_id,tag,weight
1221,165,budget,0.22
1222,166,nature,0.946
1223,166,adventure,0.843
1224,166,mountain,0.789
1225,166,photography,0.784
1226,166,culture,0.635
1227,166,festival,0.441
1228,166,spiritual,0.3
1229,166,romantic,0.211
1230,167,luxury,0.959
1231,167,beach,0.918
1232,167,family,0.906
1233,167,cruise,0.687
1234,167,photography,0.671
1235,167,festival,0.424
1236,167,romantic,0.254
1237,168,relax,0.943
1238,168,family,0.918
1239,168,water_sports,0.836
1240,168,beach,0.792
1241,168,luxury,0.758
1242,168,romantic,0.718
1243,168,wildlife,0.452
1244,168,spiritual,0.344
1245,168,cruise,0.23
1246,169,relax,0.941
1247,169,water_sports,0.935
1248,169,family,0.726
1249,169,luxury,0.689
1250,169,beach,0.651
1251,169,romantic,0.588
1252,169,spiritual,0.286
1253,169,cruise,0.226
1254,169,budget,0.193
1255,170,luxury,0.935
1256,170,family,0.919
1257,170,water_sports,0.852
1258,170,beach,0.808
1259,170,relax,0.762
1260,170,romantic,0.73
1261,170,photography,0.461
1262,170,history,0.444
1263,171,city,0.802
1264,171,beach,0.798
1265,171,water_sports,0.789
1266,171,family,0.735
1267,171,food,0.66
1268,171,photography,0.607
1269,171,budget,0.332
1270,172,water_sports,0.919
1271,172,family,0.863
1272,172,luxury,0.828
1273,172,relax,0.746
1274,172,beach,0.654
1275,172,romantic,0.627
1276,172,nightlife,0.269
1277,172,city,0.219
1278,173,culture,0.821
1279,173,photography,0.751
1280,173,adventure,0.732
1281,173,mountain,0.686
1282,173,nature,0.676
1283,173,relax,0.281
1284,173,romantic,0.181
1285,174,beach,0.916
1286,174,city,0.912
1287,174,food,0.912
1288,174,water_sports,0.776
1289,174,family,0.678
1290,174,photography,0.636
1291,174,romantic,0.457
1292,175,food,0.911
1293,175,family,0.869
1294,175,nightlife,0.863
1295,175,water_sports,0.824
1296,175,beach,0.592
1297,175,festival,0.378
1298,175,spiritual,0.314
1299,175,luxury,0.253
1300,176,family,0.974
1301,176,relax,0.847
1302,176,water_sports,0.845
1303,176,beach,0.825
1304,176,luxury,0.654
1305,176,romantic,0.612
1306,176,nightlife,0.479
1307,177,beach,0.892
1308,177,luxury,0.815
1309,177,photography,0.662
1310,177,cruise,0.623
1311,177,family,0.596
1312,177,budget,0.471
1313,177,history,0.461
1314,178,food,0.96
1315,178,family,0.877
1316,178,beach,0.85
1317,178,water_sports,0.802
1318,178,nightlife,0.769
1319,178,romantic,0.435
1320,179,beach,0.77
1321,179,romantic,0.77
1322,179,water_sports,0.752
1323,179,relax,0.733
1324,179,family,0.651
1325,179,luxury,0.619
1326,179,nightlife,0.366
1327,179,spiritual,0.232
1328,179,mountain,0.216
1329,180,romantic,0.977
1330,180,food,0.914
1331,180,nature,0.749
1332,180,mountain,0.743
1333,180,relax,0.716
1334,180,photography,0.632
1335,180,history,0.368
1336,180,wildlife,0.324
1337,180,festival,0.278
1338,181,food,0.902
1339,181,city,0.892
1340,181,photography,0.865
1341,181,family,0.712
1342,181,beach,0.674
1343,181,water_sports,0.606
1344,181,romantic,0.325
1345,182,shopping,0.92
1346,182,nightlife,0.904
1347,182,history,0.718
1348,182,city,0.717
1349,182,food,0.594
1350,182,beach,0.224
1351,183,nature,0.859
1352,183,beach,0.836
1353,183,history,0.78
1354,183,spiritual,0.704
1355,183,relax,0.605
1356,183,nightlife,0.246
1357,184,family,0.854
1358,184,luxury,0.854
1359,184,photography,0.759
1360,184,beach,0.724
1361,184,cruise,0.636
1362,184,culture,0.301
1363,184,food,0.299
1364,184,city,0.209
1365,185,food,0.957
1366,185,nature,0.831
1367,185,mountain,0.83
1368,185,romantic,0.748
1369,185,photography,0.745
1370,185,relax,0.591
1371,185,festival,0.193
1372,186,spiritual,0.926
1373,186,food,0.912
1374,186,history,0.897
1375,186,culture,0.75
1376,186,city,0.593
1377,186,family,0.473
1378,187,history,0.764
1379,187,spiritual,0.754
1380,187,city,0.688
1381,187,food,0.618
1382,187,culture,0.599
1383,187,beach,0.451
1384,187,nightlife,0.437
1385,187,luxury,0.28
1386,188,history,0.856
1387,188,food,0.761
1388,188,city,0.752
1389,188,shopping,0.744
1390,188,culture,0.695
1391,188,mountain,0.364
1392,188,photography,0.2
1393,189,nightlife,0.959
1394,189,shopping,0.933
1395,189,food,0.907
1396,189,city,0.891
1397,189,history,0.765
1398,189,mountain,0.405
1399,189,luxury,0.343
1400,189,photography,0.303
1401,190,family,0.722
1402,190,nightlife,0.68
1403,190,water_sports,0.657
1404,190,beach,0.612
1405,190,food,0.586
1406,190,culture,0.314
1407,191,history,0.822
1408,191,photography,0.808
1409,191,romantic,0.778
1410,191,food,0.686
1411,191,culture,0.634
1412,191,shopping,0.398
1413,191,water_sports,0.319
1414,192,nightlife,0.944
1415,192,city,0.698
1416,192,history,0.683
1417,192,food,0.582
1418,192,shopping,0.581
1419,192,budget,0.392
1420,192,relax,0.32
1421,193,luxury,0.973
1422,193,beach,0.928
1423,193,water_sports,0.863
1424,193,relax,0.767
1425,193,romantic,0.754
1426,193,family,0.63
1427,193,city,0.304
1428,194,beach,0.965
1429,194,water_sports,0.849
1430,194,luxury,0.818
1431,194,family,0.801
1432,194,romantic,0.589
1433,194,relax,0.582
1434,194,history,0.269
1435,194,nightlife,0.199
1436,195,relax,0.972
1437,195,romantic,0.955
1438,195,mountain,0.885
1439,195,food,0.763
1440,195,photography,0.647
1441,195,nature,0.614
1442,195,family,0.299
1443,196,family,0.926
1444,196,beach,0.924
1445,196,relax,0.898
1446,196,romantic,0.886
1447,196,water_sports,0.795
1448,196,luxury,0.672
1449,196,adventure,0.472
1450,196,cruise,0.205
1451,197,family,0.804
1452,197,water_sports,0.687
1453,197,food,0.669
1454,197,city,0.659
1455,197,beach,0.638
1456,197,photography,0.585
1457,197,nightlife,0.47
1458,197,luxury,0.28
1459,198,nature,0.966
1460,198,food,0.874
1461,198,relax,0.865
1462,198,mountain,0.851
1463,198,romantic,0.731
1464,198,photography,0.729
1465,198,adventure,0.456
1466,198,wildlife,0.365
1467,199,culture,0.943
1468,199,history,0.89
1469,199,food,0.884
1470,199,romantic,0.831
1471,199,photography,0.625
1472,199,relax,0.321
1473,200,photography,0.936
1474,200,water_sports,0.859
1475,200,food,0.653
1476,200,city,0.642
1477,200,family,0.639
1478,200,beach,0.622
1479,200,adventure,0.433
1480,200,spiritual,0.228
1481,201,water_sports,0.966
1482,201,family,0.923
1483,201,romantic,0.894
1484,201,luxury,0.758
1485,201,beach,0.745
1486,201,relax,0.681
1487,201,nightlife,0.41
1488,201,budget,0.361
1489,202,history,0.848
1490,202,culture,0.845
1491,202,spiritual,0.785
1492,202,food,0.709
1493,202,city,0.581
1494,202,shopping,0.22
1495,202,nightlife,0.183
1496,203,food,0.781
1497,203,spiritual,0.736
1498,203,city,0.661
1499,203,culture,0.607
1500,203,history,0.581
1501,203,water_sports,0.444
1502,203,nature,0.322
1503,204,water_sports,0.979
1504,204,relax,0.85
1505,204,romantic,0.797
1506,204,beach,0.695
1507,204,luxury,0.688
1508,204,family,0.587
1509,204,shopping,0.442
1510,204,city,0.187
1511,205,city,0.848
1512,205,culture,0.741
1513,205,history,0.72
1514,205,food,0.709
1515,205,spiritual,0.634
1516,205,cruise,0.411
1517,205,budget,0.234
1518,205,wildlife,0.183
1519,206,romantic,0.801
1520,206,photography,0.739
1521,206,history,0.737
1522,206,culture,0.683
1523,206,food,0.656
1524,206,city,0.323
1525,207,water_sports,0.832
1526,207,food,0.813
1527,207,family,0.735
1528,207,nightlife,0.728
1529,207,beach,0.632
1530,207,culture,0.478
1531,207,adventure,0.378
1532,208,food,0.743
1533,208,history,0.67
1534,208,shopping,0.604
1535,208,nightlife,0.595
1536,208,city,0.592
1537,208,photography,0.366
1538,208,spiritual,0.259
1539,209,relax,0.861
1540,209,history,0.803
1541,209,beach,0.713
1542,209,nature,0.634
1543,209,spiritual,0.603
1544,209,photography,0.248
1545,209,culture,0.228
1546,209,water_sports,0.217
1547,210,nature,0.838
1548,210,culture,0.683
1549,210,photography,0.621
1550,210,adventure,0.617
1551,210,mountain,0.609
1552,210,food,0.244
1553,210,cruise,0.235
1554,211,cruise,0.916
1555,211,photography,0.824
1556,211,family,0.712
1557,211,beach,0.685
1558,211,luxury,0.586
1559,211,nature,0.379
1560,211,mountain,0.35
1561,211,budget,0.218
1562,212,food,0.973
1563,212,relax,0.799
1564,212,mountain,0.715
1565,212,romantic,0.665
1566,212,photography,0.592
1567,212,nature,0.591
1568,212,city,0.438
1569,212,cruise,0.327
1570,212,shopping,0.192
1571,213,romantic,0.972
1572,213,culture,0.913
1573,213,history,0.729
1574,213,photography,0.667
1575,213,food,0.635
1576,213,shopping,0.444
1577,213,nature,0.362
1578,214,food,0.976
1579,214,family,0.766
1580,214,photography,0.711
1581,214,water_sports,0.635
1582,214,beach,0.629
1583,214,city,0.629
1584,214,history,0.304
1585,215,city,0.711
1586,215,culture,0.652
1587,215,food,0.645
1588,215,shopping,0.612
1589,215,history,0.584
1590,215,nature,0.426
1591,216,nightlife,0.907
1592,216,food,0.819
1593,216,beach,0.769
1594,216,family,0.696
1595,216,water_sports,0.654
1596,216,spiritual,0.472
1597,216,nature,0.432
1598,216,city,0.224
1599,217,water_sports,0.936
1600,217,food,0.854
1601,217,family,0.684
1602,217,beach,0.617
1603,217,nightlife,0.597
1604,217,shopping,0.48
1605,217,relax,0.406
1606,218,family,0.95
1607,218,luxury,0.902
1608,218,photography,0.899
1609,218,beach,0.666
1610,218,cruise,0.601
1611,218,budget,0.43
1612,219,cruise,0.967
1613,219,beach,0.87
1614,219,photography,0.665
1615,219,family,0.612
1616,219,luxury,0.594
1617,219,relax,0.438
1618,219,spiritual,0.265
1619,220,culture,0.88
1620,220,history,0.875
1621,220,romantic,0.861
1622,220,food,0.69
1623,220,photography,0.593
1624,220,adventure,0.457
1625,220,spiritual,0.434
1626,221,food,0.946
1627,221,relax,0.899
1628,221,mountain,0.834
1629,221,photography,0.795
1630,221,nature,0.757
1631,221,romantic,0.678
1632,221,spiritual,0.309
1633,222,spiritual,0.907
1634,222,beach,0.899
1635,222,nature,0.871
1636,222,history,0.866
1637,222,relax,0.738
1638,222,water_sports,0.367
1639,223,history,0.97
1640,223,photography,0.96
1641,223,food,0.885
1642,223,romantic,0.679
1643,223,culture,0.623
1644,223,shopping,0.457
1645,223,beach,0.328
1646,223,budget,0.321
1647,224,beach,0.966
1648,224,spiritual,0.812
1649,224,nature,0.784
1650,224,history,0.711
1651,224,relax,0.603
1652,224,cruise,0.32
1653,224,culture,0.291
1654,224,nightlife,0.196
1655,225,food,0.948
1656,225,photography,0.935
1657,225,mountain,0.922
1658,225,relax,0.851
1659,225,romantic,0.716
1660,225,nature,0.667
1661,225,history,0.425
1662,225,culture,0.244
1663,225,nightlife,0.209
1664,226,cruise,0.914
1665,226,beach,0.894
1666,226,photography,0.787
1667,226,family,0.696
1668,226,luxury,0.666
1669,226,shopping,0.325
1670,226,food,0.188
1671,227,family,0.91
1672,227,photography,0.821
1673,227,luxury,0.77
1674,227,beach,0.594
1675,227,cruise,0.59
1676,227,adventure,0.302
1677,227,history,0.291
1678,227,budget,0.211
1679,228,photography,0.918
1680,228,mountain,0.853
1681,228,adventure,0.766
1682,228,culture,0.64
1683,228,nature,0.612
1684,228,family,0.415
1685,228,luxury,0.344
1686,228,history,0.286
1687,229,cruise,0.943
1688,229,family,0.923
1689,229,photography,0.853
1690,229,beach,0.636
1691,229,luxury,0.611
1692,229,wildlife,0.411
1693,230,food,0.876
1694,230,relax,0.86
1695,230,photography,0.809
1696,230,mountain,0.741
1697,230,nature,0.689
1698,230,romantic,0.685
1699,230,adventure,0.241
1700,231,culture,0.896
1701,231,nature,0.827
1702,231,photography,0.78
1703,231,adventure,0.677
1704,231,mountain,0.596
1705,231,family,0.341
1706,231,wildlife,0.275
1707,231,budget,0.237
1708,232,water_sports,0.779
1709,232,nightlife,0.703
1710,232,family,0.701
1711,232,food,0.628
1712,232,beach,0.613
1713,232,festival,0.399
1714,232,budget,0.21
1715,232,culture,0.209
1716,233,food,0.883
1717,233,beach,0.801
1718,233,nightlife,0.777
1719,233,family,0.621
1720,233,water_sports,0.607
1721,233,shopping,0.232
1722,233,luxury,0.223
1723,234,relax,0.913
1724,234,romantic,0.872
1725,234,nature,0.759
1726,234,mountain,0.701
1727,234,photography,0.677
1728,234,food,0.626
1729,234,beach,0.326
1730,235,photography,0.979
1731,235,culture,0.977
1732,235,romantic,0.953
1733,235,food,0.692
1734,235,history,0.622
1735,235,beach,0.475
1736,235,city,0.467
1737,235,shopping,0.196
1738,236,beach,0.963
1739,236,romantic,0.942
1740,236,relax,0.888
1741,236,water_sports,0.834
1742,236,family,0.821
1743,236,luxury,0.592
1744,236,shopping,0.472
1745,236,city,0.377
1746,236,adventure,0.336
1747,237,city,0.958
1748,237,food,0.824
1749,237,history,0.741
1750,237,culture,0.726
1751,237,shopping,0.641
1752,237,budget,0.392
1753,237,cruise,0.333
1754,238,luxury,0.922
1755,238,water_sports,0.873
1756,238,family,0.741
1757,238,beach,0.718
1758,238,relax,0.709
1759,238,romantic,0.699
1760,238,nature,0.418
1761,238,spiritual,0.21
1762,238,photography,0.195
1763,239,city,0.914
1764,239,culture,0.903
1765,239,spiritual,0.891
1766,239,history,0.825
1767,239,food,0.796
1768,239,water_sports,0.418
1769,239,shopping,0.337
1770,239,photography,0.237
1771,240,mountain,0.94
1772,240,adventure,0.826
1773,240,culture,0.791
1774,240,photography,0.734
1775,240,nature,0.599
1776,240,nightlife,0.338
1777,240,city,0.279
