id,user_id,tour_id,action_type,search_query,created_at
556,39,211,view,,2026-03-21 17:00:00
557,39,64,save,,2026-06-15 04:00:00
558,39,40,click,,2026-04-04 20:00:00
559,39,140,view,,2026-07-23 11:00:00
560,39,215,click,,2026-04-29 10:00:00
561,39,219,click,,2025-12-23 15:00:00
562,39,191,click,,2026-04-29 18:00:00
563,39,118,click,,2026-01-20 02:00:00
564,39,26,view,,2026-02-21 19:00:00
565,39,96,save,,2026-03-27 15:00:00
566,39,160,save,,2026-04-21 10:00:00
567,39,234,view,,2026-07-13 11:00:00
568,39,,search,tour Hà Nội 4 ngày dưới 4 triệu,2026-06-13 08:00:00
569,39,,search,tour Đà Lạt 4 ngày dưới 4 triệu,2026-03-05 08:00:00
570,40,237,click,,2026-01-31 16:00:00
571,40,159,view,,2025-12-27 23:00:00
572,40,13,click,,2026-03-01 14:00:00
573,40,69,view,,2026-07-12 12:00:00
574,40,211,view,,2026-07-31 07:00:00
575,40,62,view,,2026-04-18 07:00:00
576,40,103,view,,2026-04-21 04:00:00
577,40,48,view,,2026-02-23 23:00:00
578,40,141,save,,2026-05-04 12:00:00
579,40,150,save,,2026-08-11 06:00:00
580,40,33,view,,2026-04-17 05:00:00
581,40,109,click,,2026-04-27 07:00:00
582,40,2,save,,2026-06-06 09:00:00
583,40,220,save,,2026-07-30 12:00:00
584,40,,search,tour Hà Nội 2 ngày dưới 4 triệu,2026-05-03 08:00:00
585,40,,search,tour Hội An 2 ngày dưới 4 triệu,2026-04-06 08:00:00
586,41,89,view,,2026-02-10 17:00:00
587,41,173,save,,2026-06-15 03:00:00
588,41,195,view,,2025-12-17 13:00:00
589,41,46,save,,2026-06-02 20:00:00
590,41,33,save,,2025-12-17 06:00:00
591,41,77,view,,2026-08-10 00:00:00
592,41,8,click,,2026-01-21 07:00:00
593,41,93,click,,2026-04-09 05:00:00
594,41,,search,tour Nha Trang 2 ngày dưới 8 triệu,2026-03-09 08:00:00
595,41,,search,tour Hạ Long 2 ngày dưới 8 triệu,2026-05-31 08:00:00
596,42,173,save,,2026-03-01 21:00:00
597,42,131,view,,2026-02-22 00:00:00
598,42,67,click,,2026-06-25 05:00:00
599,42,14,save,,2026-05-15 15:00:00
600,42,220,view,,2026-02-12 03:00:00
601,42,43,view,,2026-02-28 16:00:00
602,42,134,save,,2026-05-08 23:00:00
603,42,202,view,,2026-06-19 19:00:00
604,42,,search,tour Huế 3 ngày dưới 18 triệu,2026-05-17 08:00:00
605,42,,search,tour Đà Lạt 3 ngày dưới 18 triệu,2026-08-05 08:00:00
606,43,144,view,,2026-02-12 23:00:00
607,43,232,view,,2026-05-14 12:00:00
608,43,44,click,,2026-05-13 01:00:00
609,43,61,view,,2025-12-24 05:00:00
610,43,219,save,,2026-04-01 08:00:00
611,43,157,view,,2026-06-19 20:00:00
612,43,87,view,,2026-06-13 02:00:00
613,43,72,view,,2026-03-15 12:00:00
614,43,228,view,,2026-07-12 09:00:00
615,43,124,view,,2026-07-31 04:00:00
616,43,130,click,,2026-07-29 06:00:00
617,43,231,view,,2026-06-23 13:00:00
618,43,146,click,,2026-05-19 18:00:00
619,43,102,view,,2026-08-02 00:00:00
620,43,77,view,,2026-07-23 13:00:00
621,43,,search,tour Sa Pa 4 ngày dưới 18 triệu,2026-07-10 08:00:00
622,43,,search,tour Côn Đảo 4 ngày dưới 18 triệu,2026-04-04 08:00:00
623,44,225,view,,2026-04-24 16:00:00
624,44,151,save,,2026-05-19 08:00:00
625,44,46,save,,2026-07-31 00:00:00
626,44,123,click,,2026-06-22 23:00:00
627,44,20,view,,2026-05-20 23:00:00
628,44,134,view,,2026-03-18 04:00:00
629,44,240,click,,2026-04-02 04:00:00
630,44,35,click,,2025-12-19 07:00:00
631,44,228,view,,2026-07-05 04:00:00
632,44,33,save,,2026-05-16 06:00:00
633,44,210,view,,2026-03-02 02:00:00
634,44,125,click,,2026-01-25 00:00:00
635,44,173,save,,2026-05-21 09:00:00
636,44,190,click,,2026-07-24 07:00:00
637,44,,search,tour Hội An 3 ngày dưới 18 triệu,2026-06-18 08:00:00
638,44,,search,tour Nha Trang 3 ngày dưới 18 triệu,2026-02-14 08:00:00
639,45,52,view,,2026-06-30 08:00:00
640,45,215,view,,2026-07-02 16:00:00
641,45,81,view,,2026-06-18 17:00:00
642,45,188,save,,2026-06-08 05:00:00
643,45,216,click,,2026-02-06 17:00:00
644,45,135,view,,2026-04-05 02:00:00
645,45,91,click,,2026-07-15 23:00:00
646,45,100,view,,2026-05-25 19:00:00
647,45,184,view,,2026-01-06 05:00:00
648,45,212,view,,2026-06-16 00:00:00
649,45,34,click,,2026-04-22 23:00:00
650,45,185,save,,2026-07-27 11:00:00
651,45,,search,tour Hà Nội 5 ngày dưới 14 triệu,2026-03-01 08:00:00
652,45,,search,tour Côn Đảo 5 ngày dưới 14 triệu,2026-04-08 08:00:00
653,46,44,view,,2026-04-01 15:00:00
654,46,181,view,,2026-02-26 09:00:00
655,46,36,click,,2026-03-12 06:00:00
656,46,225,view,,2026-08-07 18:00:00
657,46,19,save,,2026-08-11 21:00:00
658,46,189,view,,2026-05-24 17:00:00
659,46,165,view,,2026-02-26 19:00:00
660,46,17,click,,2026-03-22 05:00:00
661,46,,search,tour Côn Đảo 2 ngày dưới 4 triệu,2026-03-20 08:00:00
662,46,,search,tour Nha Trang 2 ngày dưới 4 triệu,2026-04-02 08:00:00
663,47,57,view,,2025-12-30 06:00:00
664,47,177,view,,2026-05-07 09:00:00
665,47,184,click,,2026-02-14 10:00:00
666,47,105,click,,2026-04-22 14:00:00
667,47,21,save,,2026-03-15 18:00:00
668,47,168,view,,2026-07-08 11:00:00
669,47,201,click,,2026-06-16 18:00:00
670,47,176,save,,2026-04-16 01:00:00
671,47,178,click,,2026-03-20 20:00:00
672,47,169,save,,2026-01-16 02:00:00
673,47,35,view,,2026-02-24 20:00:00
674,47,43,click,,2026-02-12 05:00:00
675,47,182,click,,2026-06-29 11:00:00
676,47,216,click,,2026-02-09 17:00:00
677,47,202,click,,2026-01-15 01:00:00
678,47,159,save,,2026-01-01 11:00:00
679,47,154,view,,2026-02-23 04:00:00
680,47,9,view,,2026-01-26 14:00:00
681,47,,search,tour Phú Quốc 2 ngày dưới 8 triệu,2026-07-07 08:00:00
682,47,,search,tour Hạ Long 2 ngày dưới 8 triệu,2026-06-24 08:00:00
683,48,229,click,,2026-03-10 19:00:00
684,48,155,view,,2026-01-01 11:00:00
685,48,120,view,,2026-06-22 11:00:00
686,48,64,click,,2026-05-04 11:00:00
687,48,126,view,,2026-05-24 13:00:00
688,48,214,save,,2026-04-06 03:00:00
689,48,212,view,,2026-06-18 03:00:00
690,48,19,click,,2026-01-31 12:00:00
691,48,237,click,,2026-05-20 13:00:00
692,48,142,click,,2026-01-01 10:00:00
693,48,101,click,,2025-12-23 08:00:00
694,48,103,click,,2026-03-26 03:00:00
695,48,73,click,,2026-02-09 15:00:00
696,48,213,view,,2026-08-06 05:00:00
697,48,54,click,,2026-06-19 00:00:00
698,48,96,view,,2026-07-31 18:00:00
699,48,174,click,,2026-03-06 13:00:00
700,48,,search,tour Nha Trang 3 ngày dưới 18 triệu,2026-04-11 08:00:00
701,48,,search,tour Đà Nẵng 3 ngày dưới 18 triệu,2026-04-01 08:00:00
702,49,231,view,,2026-02-13 19:00:00
703,49,207,click,,2026-05-11 22:00:00
704,49,142,view,,2026-03-24 19:00:00
705,49,166,save,,2026-03-17 19:00:00
706,49,15,save,,2026-08-06 21:00:00
707,49,216,click,,2026-01-11 21:00:00
708,49,81,save,,2026-07-22 04:00:00
709,49,88,view,,2026-05-24 08:00:00
710,49,111,click,,2026-07-10 15:00:00
711,49,,search,tour Hà Nội 4 ngày dưới 4 triệu,2026-03-16 08:00:00
712,49,,search,tour Sa Pa 4 ngày dưới 4 triệu,2026-08-05 08:00:00
713,50,58,click,,2026-01-28 07:00:00
714,50,100,view,,2026-01-12 05:00:00
715,50,87,click,,2026-02-11 20:00:00
716,50,133,view,,2026-01-15 00:00:00
717,50,163,click,,2026-05-29 21:00:00
718,50,80,view,,2026-03-02 22:00:00
719,50,132,click,,2026-08-09 01:00:00
720,50,162,view,,2026-04-27 10:00:00
721,50,239,view,,2026-04-12 02:00:00
722,50,38,click,,2026-02-12 00:00:00
723,50,232,click,,2026-01-31 20:00:00
724,50,189,view,,2026-04-03 13:00:00
725,50,175,click,,2026-07-13 02:00:00
726,50,48,view,,2026-08-07 09:00:00
727,50,,search,tour Đà Lạt 2 ngày dưới 6 triệu,2026-07-30 08:00:00
728,50,,search,tour Nha Trang 2 ngày dưới 6 triệu,2026-07-30 08:00:00
729,51,119,click,,2026-01-01 15:00:00
730,51,112,view,,2025-12-15 15:00:00
731,51,141,save,,2026-07-27 22:00:00
732,51,171,click,,2026-02-08 19:00:00
733,51,24,save,,2026-07-05 18:00:00
734,51,185,view,,2025-12-18 10:00:00
735,51,235,view,,2026-01-28 09:00:00
736,51,126,click,,2026-04-26 15:00:00
737,51,16,click,,2026-04-08 21:00:00
738,51,177,click,,2026-03-21 23:00:00
739,51,131,view,,2026-06-15 22:00:00
740,51,,search,tour Hà Nội 4 ngày dưới 6 triệu,2026-02-20 08:00:00
741,51,,search,tour Đà Nẵng 4 ngày dưới 6 triệu,2026-05-02 08:00:00
742,52,90,click,,2026-08-06 07:00:00
743,52,84,save,,2026-07-25 18:00:00
744,52,80,view,,2026-06-28 03:00:00
745,52,58,view,,2026-03-09 08:00:00
746,52,117,save,,2026-05-15 19:00:00
747,52,132,click,,2026-01-05 08:00:00
748,52,14,view,,2026-03-25 03:00:00
749,52,182,save,,2026-01-04 12:00:00
750,52,161,click,,2026-01-16 00:00:00
751,52,76,click,,2026-05-12 07:00:00
752,52,,search,tour Phú Quốc 3 ngày dưới 4 triệu,2026-06-28 08:00:00
753,52,,search,tour Côn Đảo 3 ngày dưới 4 triệu,2026-07-30 08:00:00
754,53,156,view,,2026-03-30 07:00:00
755,53,69,click,,2026-03-22 12:00:00
756,53,228,click,,2026-05-01 19:00:00
757,53,184,click,,2026-06-29 17:00:00
758,53,12,view,,2026-01-19 20:00:00
759,53,129,save,,2026-01-22 03:00:00
760,53,104,click,,2026-05-04 06:00:00
761,53,36,view,,2026-02-24 10:00:00
762,53,,search,tour Cao Bằng 3 ngày dưới 4 triệu,2026-03-24 08:00:00
763,53,,search,tour Đà Lạt 3 ngày dưới 4 triệu,2026-03-26 08:00:00
764,54,215,view,,2026-07-08 15:00:00
765,54,166,save,,2025-12-29 16:00:00
766,54,69,view,,2026-03-02 14:00:00
767,54,42,click,,2026-04-03 04:00:00
768,54,231,click,,2026-03-06 01:00:00
769,54,208,click,,2026-06-14 00:00:00
770,54,144,view,,2026-05-17 01:00:00
771,54,19,save,,2025-12-22 05:00:00
772,54,110,view,,2026-04-27 08:00:00
773,54,100,view,,2026-03-20 08:00:00
774,54,125,click,,2026-03-29 21:00:00
775,54,57,save,,2026-08-03 19:00:00
776,54,87,click,,2026-01-02 16:00:00
777,54,149,view,,2026-07-01 15:00:00
778,54,143,click,,2026-03-17 16:00:00
779,54,142,save,,2026-04-03 09:00:00
780,54,203,click,,2026-03-05 07:00:00
781,54,66,view,,2026-07-07 16:00:00
782,54,,search,tour Sa Pa 5 ngày dưới 14 triệu,2026-02-19 08:00:00
783,54,,search,tour Hà Nội 5 ngày dưới 14 triệu,2026-06-09 08:00:00
784,55,146,view,,2026-08-09 00:00:00
785,55,94,click,,2026-05-25 22:00:00
786,55,185,save,,2025-12-19 16:00:00
787,55,108,view,,2026-01-10 09:00:00
788,55,45,view,,2026-07-21 00:00:00
789,55,234,view,,2026-05-03 14:00:00
790,55,6,view,,2026-01-27 10:00:00
791,55,116,save,,2026-04-11 15:00:00
792,55,118,click,,2026-01-09 01:00:00
793,55,139,click,,2026-01-21 16:00:00
794,55,225,view,,2026-03-03 15:00:00
795,55,64,save,,2026-02-12 18:00:00
796,55,161,view,,2026-01-27 09:00:00
797,55,89,save,,2026-03-29 21:00:00
798,55,23,click,,2026-06-10 02:00:00
799,55,98,view,,2026-02-13 00:00:00
800,55,61,view,,2026-04-11 10:00:00
801,55,,search,tour Sa Pa 5 ngày dưới 4 triệu,2026-05-23 08:00:00
802,55,,search,tour Cao Bằng 5 ngày dưới 4 triệu,2026-04-09 08:00:00
803,56,192,save,,2026-06-10 11:00:00
804,56,159,click,,2026-04-03 10:00:00
805,56,118,view,,2026-04-01 13:00:00
806,56,237,save,,2026-01-13 14:00:00
807,56,129,view,,2026-07-01 22:00:00
808,56,151,view,,2026-04-26 07:00:00
809,56,50,save,,2026-01-29 17:00:00
810,56,170,click,,2026-03-11 20:00:00
811,56,139,click,,2026-05-01 18:00:00
812,56,206,save,,2026-03-22 23:00:00
813,56,71,save,,2026-07-31 08:00:00
814,56,22,click,,2026-05-29 01:00:00
815,56,180,click,,2025-12-18 05:00:00
816,56,230,view,,2026-04-21 20:00:00
817,56,185,view,,2026-03-06 12:00:00
818,56,,search,tour Đà Lạt 2 ngày dưới 6 triệu,2026-05-15 08:00:00
819,56,,search,tour Nha Trang 2 ngày dưới 6 triệu,2026-06-26 08:00:00
820,57,103,save,,2026-05-20 00:00:00
821,57,68,view,,2026-01-10 15:00:00
822,57,10,click,,2026-02-14 12:00:00
823,57,227,view,,2026-03-11 10:00:00
824,57,197,click,,2026-04-21 16:00:00
825,57,232,click,,2026-01-11 07:00:00
826,57,130,click,,2026-02-24 16:00:00
827,57,210,click,,2025-12-19 01:00:00
828,57,147,click,,2026-04-30 04:00:00
829,57,200,click,,2026-06-24 12:00:00
830,57,,search,tour Đà Nẵng 3 ngày dưới 6 triệu,2026-05-01 08:00:00
831,57,,search,tour Nha Trang 3 ngày dưới 6 triệu,2026-03-06 08:00:00
832,58,234,view,,2026-01-10 16:00:00
833,58,107,click,,2026-03-05 04:00:00
834,58,39,click,,2025-12-21 13:00:00
835,58,210,view,,2026-08-03 23:00:00
836,58,176,click,,2026-07-02 02:00:00
837,58,34,view,,2026-06-13 14:00:00
838,58,223,save,,2025-12-25 09:00:00
839,58,64,click,,2026-03-10 02:00:00
840,58,150,save,,2025-12-26 22:00:00
841,58,12,save,,2026-01-29 19:00:00
842,58,50,save,,2026-03-18 04:00:00
843,58,,search,tour Cao Bằng 3 ngày dưới 8 triệu,2026-04-30 08:00:00
844,58,,search,tour Sa Pa 3 ngày dưới 8 triệu,2026-05-12 08:00:00
845,59,80,click,,2026-01-09 03:00:00
846,59,130,click,,2026-07-11 13:00:00
847,59,50,view,,2026-06-11 01:00:00
848,59,64,view,,2025-12-28 02:00:00
849,59,166,view,,2026-03-12 08:00:00
850,59,89,save,,2026-06-30 04:00:00
851,59,73,view,,2026-03-18 22:00:00
852,59,237,view,,2026-01-03 23:00:00
853,59,180,view,,2026-02-03 01:00:00
854,59,145,view,,2026-02-09 16:00:00
855,59,65,save,,2025-12-16 21:00:00
856,59,,search,tour Phú Quốc 5 ngày dưới 4 triệu,2026-03-09 08:00:00
857,59,,search,tour Hà Nội 5 ngày dưới 4 triệu,2026-05-19 08:00:00
858,60,137,click,,2026-03-27 23:00:00
859,60,233,click,,2026-01-05 17:00:00
860,60,43,view,,2026-05-22 22:00:00
861,60,230,view,,2026-01-26 15:00:00
862,60,40,click,,2026-06-18 21:00:00
863,60,68,save,,2026-07-08 17:00:00
864,60,73,save,,2026-06-06 13:00:00
865,60,190,click,,2026-04-26 18:00:00
866,60,,search,tour Nha Trang 3 ngày dưới 6 triệu,2026-04-02 08:00:00
867,60,,search,tour Đà Lạt 3 ngày dưới 6 triệu,2026-04-09 08:00:00
868,61,225,view,,2026-05-15 02:00:00
869,61,172,click,,2026-07-23 22:00:00
870,61,187,view,,2026-02-25 11:00:00
871,61,219,view,,2026-06-16 13:00:00
872,61,160,view,,2026-07-08 21:00:00
873,61,64,save,,2026-02-23 13:00:00
874,61,86,view,,2025-12-22 00:00:00
875,61,13,view,,2026-05-27 11:00:00
876,61,95,click,,2026-07-26 05:00:00
877,61,,search,tour Hạ Long 2 ngày dưới 18 triệu,2026-06-02 08:00:00
878,61,,search,tour Huế 2 ngày dưới 18 triệu,2026-05-18 08:00:00
879,62,217,click,,2026-04-15 18:00:00
880,62,44,save,,2026-01-29 18:00:00
881,62,160,view,,2026-02-24 17:00:00
882,62,26,click,,2026-06-09 02:00:00
883,62,117,view,,2026-03-01 23:00:00
884,62,18,click,,2026-02-10 07:00:00
885,62,230,view,,2026-01-07 08:00:00
886,62,69,save,,2026-07-16 18:00:00
887,62,61,click,,2026-05-05 11:00:00
888,62,64,save,,2026-04-15 21:00:00
889,62,14,view,,2026-03-03 03:00:00
890,62,,search,tour Côn Đảo 2 ngày dưới 6 triệu,2026-03-21 08:00:00
891,62,,search,tour Huế 2 ngày dưới 6 triệu,2026-02-17 08:00:00
892,63,140,click,,2026-02-04 22:00:00
893,63,113,save,,2026-04-18 18:00:00
894,63,143,click,,2026-02-13 07:00:00
895,63,122,view,,2026-03-29 08:00:00
896,63,160,save,,2026-06-02 04:00:00
897,63,103,view,,2026-06-13 01:00:00
898,63,185,save,,2026-02-27 08:00:00
899,63,195,view,,2026-06-19 08:00:00
900,63,55,click,,2026-04-01 03:00:00
901,63,34,view,,2026-07-18 12:00:00
902,63,180,click,,2026-06-10 00:00:00
903,63,116,click,,2026-02-01 01:00:00
904,63,,search,tour Đà Lạt 3 ngày dưới 10 triệu,2026-03-29 08:00:00
905,63,,search,tour Cao Bằng 3 ngày dưới 10 triệu,2026-06-25 08:00:00
906,64,98,save,,2026-02-19 02:00:00
907,64,76,view,,2026-05-28 22:00:00
908,64,6,save,,2025-12-27 08:00:00
909,64,19,click,,2026-05-04 22:00:00
910,64,140,click,,2026-01-23 12:00:00
911,64,183,save,,2025-12-29 05:00:00
912,64,162,click,,2026-06-10 00:00:00
913,64,118,view,,2026-08-03 03:00:00
914,64,234,click,,2026-07-19 10:00:00
915,64,214,click,,2026-01-11 23:00:00
916,64,78,view,,2026-04-14 19:00:00
917,64,133,click,,2026-01-11 15:00:00
918,64,160,click,,2026-08-11 22:00:00
919,64,197,view,,2026-07-25 04:00:00
920,64,187,view,,2025-12-29 12:00:00
921,64,53,view,,2026-01-14 07:00:00
922,64,237,click,,2026-03-23 07:00:00
923,64,,search,tour Đà Lạt 4 ngày dưới 4 triệu,2026-05-25 08:00:00
924,64,,search,tour Côn Đảo 4 ngày dưới 4 triệu,2026-06-16 08:00:00
925,65,49,save,,2026-01-09 18:00:00
926,65,132,click,,2026-02-25 19:00:00
927,65,162,view,,2025-12-30 21:00:00
928,65,58,click,,2026-03-01 23:00:00
929,65,160,view,,2026-01-21 14:00:00
930,65,174,click,,2026-08-10 22:00:00
931,65,189,view,,2026-03-11 17:00:00
932,65,190,view,,2026-05-27 05:00:00
933,65,122,view,,2025-12-20 13:00:00
934,65,,search,tour Hà Nội 5 ngày dưới 10 triệu,2026-07-23 08:00:00
935,65,,search,tour TP. Hồ Chí Minh 5 ngày dưới 10 triệu,2026-05-02 08:00:00
936,66,70,view,,2026-03-28 17:00:00
937,66,75,view,,2025-12-16 03:00:00
938,66,106,view,,2026-07-14 20:00:00
939,66,116,save,,2026-05-27 06:00:00
940,66,160,save,,2026-05-21 18:00:00
941,66,134,view,,2026-01-16 20:00:00
942,66,31,click,,2026-04-13 14:00:00
943,66,220,view,,2026-01-26 23:00:00
944,66,139,save,,2026-03-01 17:00:00
945,66,82,click,,2025-12-26 23:00:00
946,66,118,click,,2026-05-11 20:00:00
947,66,169,save,,2026-06-03 22:00:00
948,66,61,click,,2026-02-28 00:00:00
949,66,181,view,,2025-12-21 22:00:00
950,66,164,save,,2026-05-27 12:00:00
951,66,218,view,,2026-08-03 00:00:00
952,66,,search,tour TP. Hồ Chí Minh 2 ngày dưới 4 triệu,2026-06-26 08:00:00
953,66,,search,tour Hạ Long 2 ngày dưới 4 triệu,2026-03-12 08:00:00
954,67,76,click,,2026-04-15 13:00:00
955,67,101,click,,2026-06-23 22:00:00
956,67,162,save,,2026-03-13 05:00:00
957,67,168,view,,2026-07-27 23:00:00
958,67,139,view,,2026-04-13 18:00:00
959,67,71,save,,2026-06-29 14:00:00
960,67,165,click,,2026-03-13 00:00:00
961,67,29,view,,2026-05-06 07:00:00
962,67,17,view,,2026-07-12 08:00:00
963,67,26,view,,2026-02-05 18:00:00
964,67,84,save,,2026-01-03 16:00:00
965,67,180,click,,2026-05-26 15:00:00
966,67,174,save,,2026-03-27 01:00:00
967,67,64,save,,2026-04-17 07:00:00
968,67,189,view,,2026-06-06 19:00:00
969,67,43,click,,2026-01-13 18:00:00
970,67,,search,tour TP. Hồ Chí Minh 5 ngày dưới 8 triệu,2026-08-08 08:00:00
971,67,,search,tour Đà Nẵng 5 ngày dưới 8 triệu,2026-04-16 08:00:00
972,68,33,click,,2026-03-19 03:00:00
973,68,164,view,,2026-02-20 15:00:00
974,68,239,view,,2026-02-08 19:00:00
975,68,160,click,,2025-12-31 01:00:00
976,68,197,view,,2026-08-03 08:00:00
977,68,184,save,,2026-07-03 01:00:00
978,68,16,click,,2026-02-25 04:00:00
979,68,6,click,,2026-07-07 23:00:00
980,68,100,view,,2026-04-17 11:00:00
981,68,92,view,,2026-08-07 21:00:00
982,68,70,view,,2025-12-27 12:00:00
983,68,58,view,,2026-03-02 23:00:00
984,68,,search,tour Cao Bằng 3 ngày dưới 4 triệu,2026-05-01 08:00:00
985,68,,search,tour TP. Hồ Chí Minh 3 ngày dưới 4 triệu,2026-07-24 08:00:00
986,69,230,click,,2026-01-01 02:00:00
987,69,35,save,,2025-12-22 22:00:00
988,69,188,save,,2026-04-03 20:00:00
989,69,218,view,,2026-06-21 08:00:00
990,69,62,view,,2026-01-29 08:00:00
991,69,17,view,,2026-01-25 08:00:00
992,69,83,view,,2026-02-28 02:00:00
993,69,69,view,,2026-01-16 21:00:00
994,69,110,click,,2026-02-08 23:00:00
995,69,33,save,,2026-06-04 07:00:00
996,69,,search,tour Nha Trang 2 ngày dưới 14 triệu,2026-04-29 08:00:00
997,69,,search,tour Hội An 2 ngày dưới 14 triệu,2026-04-13 08:00:00
998,70,144,save,,2026-01-12 06:00:00
999,70,161,click,,2026-05-13 05:00:00
1000,70,82,view,,2026-07-24 21:00:00
1001,70,88,save,,2026-07-13 09:00:00
1002,70,130,view,,2026-04-01 07:00:00
1003,70,220,view,,2026-01-30 05:00:00
1004,70,167,view,,2026-06-17 07:00:00
1005,70,218,save,,2026-03-28 16:00:00
1006,70,23,view,,2026-08-07 21:00:00
1007,70,122,view,,2026-07-27 08:00:00
1008,70,13,save,,2026-04-22 18:00:00
1009,70,8,click,,2026-08-05 13:00:00
1010,70,11,click,,2026-08-09 16:00:00
1011,70,124,view,,2026-07-02 21:00:00
1012,70,28,view,,2026-07-26 08:00:00
1013,70,,search,tour Hội An 4 ngày dưới 8 triệu,2026-07-06 08:00:00
1014,70,,search,tour TP. Hồ Chí Minh 4 ngày dưới 8 triệu,2026-07-14 08:00:00
1015,71,220,click,,2026-05-16 13:00:00
1016,71,25,save,,2026-03-20 18:00:00
1017,71,22,save,,2026-02-10 06:00:00
1018,71,219,click,,2026-03-24 06:00:00
1019,71,36,click,,2026-03-01 09:00:00
1020,71,82,save,,2026-07-05 16:00:00
1021,71,112,click,,2026-05-26 05:00:00
1022,71,162,view,,2026-01-07 17:00:00
1023,71,81,save,,2026-03-05 08:00:00
1024,71,64,view,,2026-07-03 18:00:00
1025,71,188,view,,2026-08-02 18:00:00
1026,71,56,save,,2026-06-24 10:00:00
1027,71,,search,tour Hà Nội 3 ngày dưới 18 triệu,2026-03-16 08:00:00
1028,71,,search,tour TP. Hồ Chí Minh 3 ngày dưới 18 triệu,2026-03-14 08:00:00
1029,72,38,save,,2026-05-20 14:00:00
1030,72,161,view,,2026-02-18 03:00:00
1031,72,146,click,,2026-01-17 11:00:00
1032,72,20,view,,2026-05-04 19:00:00
1033,72,49,view,,2026-03-10 07:00:00
1034,72,19,view,,2026-04-11 06:00:00
1035,72,181,view,,2026-04-16 07:00:00
1036,72,169,click,,2026-07-14 15:00:00
1037,72,63,view,,2026-02-19 09:00:00
1038,72,,search,tour Phú Quốc 5 ngày dưới 6 triệu,2026-06-28 08:00:00
1039,72,,search,tour Cao Bằng 5 ngày dưới 6 triệu,2026-07-16 08:00:00
1040,73,43,view,,2026-05-17 07:00:00
1041,73,233,click,,2026-01-14 05:00:00
1042,73,180,view,,2026-07-23 21:00:00
1043,73,145,save,,2026-01-04 09:00:00
1044,73,98,view,,2026-01-18 22:00:00
1045,73,120,view,,2026-03-22 19:00:00
1046,73,139,click,,2026-06-26 08:00:00
1047,73,219,click,,2026-01-30 06:00:00
1048,73,161,view,,2026-04-25 01:00:00
1049,73,11,view,,2026-07-18 08:00:00
1050,73,,search,tour Phú Quốc 5 ngày dưới 8 triệu,2026-05-13 08:00:00
1051,73,,search,tour Côn Đảo 5 ngày dưới 8 triệu,2026-08-11 08:00:00
1052,74,73,view,,2026-01-19 22:00:00
1053,74,97,view,,2026-06-21 21:00:00
1054,74,160,view,,2026-07-07 12:00:00
1055,74,12,click,,2026-07-31 02:00:00
1056,74,50,view,,2026-04-07 10:00:00
1057,74,119,click,,2026-06-03 18:00:00
1058,74,22,view,,2026-06-27 18:00:00
1059,74,210,click,,2026-06-01 21:00:00
1060,74,153,view,,2026-03-18 16:00:00
1061,74,134,view,,2026-04-24 19:00:00
1062,74,111,click,,2026-06-20 06:00:00
1063,74,28,save,,2026-07-15 14:00:00
1064,74,27,view,,2026-06-17 11:00:00
1065,74,82,click,,2026-01-05 09:00:00
1066,74,186,click,,2026-04-30 20:00:00
1067,74,,search,tour Huế 5 ngày dưới 14 triệu,2026-06-21 08:00:00
1068,74,,search,tour Đà Nẵng 5 ngày dưới 14 triệu,2026-02-20 08:00:00
1069,75,224,click,,2026-04-27 14:00:00
1070,75,206,save,,2026-04-04 23:00:00
1071,75,235,save,,2026-05-08 15:00:00
1072,75,185,click,,2026-07-10 01:00:00
1073,75,96,view,,2026-02-19 10:00:00
1074,75,66,click,,2026-08-08 01:00:00
1075,75,99,click,,2026-07-24 21:00:00
1076,75,48,view,,2026-02-01 14:00:00
1077,75,190,view,,2026-01-26 02:00:00
1078,75,53,click,,2026-02-25 00:00:00
1079,75,166,view,,2026-07-06 11:00:00
1080,75,183,view,,2026-05-15 21:00:00
1081,75,10,click,,2026-03-12 14:00:00
1082,75,191,view,,2026-06-19 13:00:00
1083,75,7,save,,2026-03-25 04:00:00
1084,75,,search,tour Hội An 5 ngày dưới 6 triệu,2026-02-14 08:00:00
1085,75,,search,tour Côn Đảo 5 ngày dưới 6 triệu,2026-04-14 08:00:00
1086,76,133,view,,2026-05-02 00:00:00
1087,76,214,view,,2026-01-07 22:00:00
1088,76,237,click,,2026-07-02 23:00:00
1089,76,121,save,,2026-05-07 06:00:00
1090,76,55,view,,2026-02-11 03:00:00
1091,76,100,view,,2026-01-10 06:00:00
1092,76,61,view,,2026-06-30 22:00:00
1093,76,137,view,,2026-05-22 22:00:00
1094,76,186,view,,2026-04-03 21:00:00
1095,76,,search,tour Sa Pa 2 ngày dưới 4 triệu,2026-04-24 08:00:00
1096,76,,search,tour Cao Bằng 2 ngày dưới 4 triệu,2026-08-11 08:00:00
1097,77,18,click,,2026-01-24 00:00:00
1098,77,203,click,,2026-07-25 19:00:00
1099,77,198,click,,2026-07-16 12:00:00
1100,77,131,click,,2026-01-11 12:00:00
1101,77,205,view,,2026-03-20 21:00:00
1102,77,137,click,,2026-04-09 07:00:00
1103,77,57,save,,2025-12-24 09:00:00
1104,77,140,view,,2026-01-18 13:00:00
1105,77,53,view,,2026-03-28 17:00:00
